Kitchen,School,School_Type,Date,Menu,Rice_variant,Projected_Kids,Actual_Meals_Served,Successful_Taps,F4E_Supported_Kids,Teachers,Staff_Meals,Failed_Taps,New_Registrations,New_Tags_Replaced,Rice_Remaining,B_W_G_Remaining,Missed_Food,Next_Day_Projection_Students,Next_Day_Projection_Teachers,Next_Day_Projection_Staff,Start_Taping,Stop_Taping,Lunch_Time_Min,Projection_Comment,Comment_1,Comment_2,Comment_3,Comment_4,Reported_By,file_date
Githunguri,Mathanja Priamry,Primary,1/6/2026,Rice and Beans,White,150,161,141,20,0,2,1,6,4,0,0,,200,0,,1/6/2026 12:20,1/6/2026 13:15,55,,food was delicious,I managed the queue without any assistance,today we had only 1 failed tap a decrease compared to yesterday 6. parents remembered to top up their accounts.,today we had 161 actual meals served an increase compared to yesterday 100. more kids reported to school today.,@mathanja primary school,6
Githunguri,Gatina Primary,Primary,1/6/2026,Rice and Beans,White,310,338,290,48,0,3,19,13,8,0,0,,400,0,,1/6/2026 12:40,1/6/2026 14:30,110,,food was delicious,line was smooth and orderly,Failed taps were 19 an increase from yesterday's number of 14. A number of parents didn't manage to credit accounts on time,"Actual meals served were 338 an increase from yesterday's number of 264,  these was due  to high number of kids who reported back to school and parents managed to credit accounts on time.",@Kang'ethe Dennis,6
Githunguri,Ihiga Primary,Primary,1/6/2026,Rice and Beans,White,150,153,142,11,0,2,6,3,6,0,0,,150,0,,1/6/2026 12:40,1/6/2026 13:20,40,,Food was Enough,Queues were manageable with assistance from teacher on duty,Today's failed taps was 6 a decrease of 1 from yesterday's which was 7,Successful taps was 153 an increase from yesterday's which was 127.Pp1 kids are continuing to register and some kids who were absent reported back today.,@Naomi SC-Ihiga Comprehensive,6
Githunguri,Githima Primary,Primary,1/6/2026,Rice and Beans,White,180,177,161,16,0,2,4,1,4,1,1,,200,0,,1/6/2026 12:42,1/6/2026 12:40,-3,,The food was delicious,I managed the queue and the kids were disciplined today,We had 4 failed taps which is a decrease from yesterday's 13 failed taps.Most accounts were topped up today.,We had 177 actual meals served which is an increase from yesterday's 126 actual meals served.The turn out was high today.,@Brenda kamawe Githima primary and junior secondary school,6
Githunguri,Githiga Primary,Primary,1/6/2026,Rice and Beans,White,270,286,252,34,0,3,21,11,3,0,0,,330,0,,1/6/2026 12:30,1/6/2026 13:45,74,,Food was sweet and delicious,Line Management was smooth,Failed taps increased from 18 to 21...parents forgot to top up their accounts.,Actual meals increased from 177 to 286.Students turnout  increased.,@Nicholas-SC - Githiga Comprehensive,6
Githunguri,Kiawaiguru Primary,Primary,1/6/2026,Rice and Beans,White,200,180,164,16,1,2,7,0,2,5,6,,200,2,,1/6/2026 12:30,1/6/2026 13:30,60,,Food was delicious.,Queue transitioned from class to class.,Failed taps decreased from yesterday’s 9 to today 7.Few parents managed to top up.,Actual meals served increased from yesterday’s 142 to today 180.Most pupils reported to school today.,@KIAWAIGURU PRIMARY SCHOOL,6
Githunguri,Kindiga Primary,Primary,1/6/2026,Rice and Beans,White,140,145,129,16,0,2,5,4,0,0,0,,150,0,,1/6/2026 12:20,1/6/2026 13:20,60,,The food was Hot and Tasty,Queues transitioned smoothly .,"The no of failed taps was 5,parents did not top up accounts.","The no of actual meals served was 145,some kids are still reporting back to school.",@James Mbugua SC Kindiga Primary,6
Githunguri,Kanyore Primary,Primary,1/6/2026,Rice and Beans,White,500,462,434,28,0,3,35,22,14,47,11,,550,0,,1/6/2026 12:40,1/6/2026 13:50,70,,Food was delicious,Queue was well managed,The number of failed taps increased from 22 to 35 because more parents failed to top up the accounts.,The number of actual taps increased from 352 the previous day to 462 today because more accurate were topped up.,@Kanyore Comprehensive School,6
Githunguri,Kiambururu Primary,Primary,1/6/2026,Rice and Beans,White,230,225,198,27,0,3,8,3,3,1,1,,240,0,,1/6/2026 12:20,1/6/2026 13:33,73,,The food was delicious and hot,Line management was smooth and fast,Failed taps decreased from 9 to 8.Some parents did not top up,Actual taps increased from 167 to 225.The students are still reporting back to school,@Kiambururu Comprehensive School,6
Githunguri,Gitombo Primary,Primary,1/6/2026,Rice and Beans,White,150,167,152,15,0,2,2,4,2,0,0,,170,0,,1/6/2026 12:40,1/6/2026 13:40,60,,Food was yummy,Queue was manageable by the help of teacher on duty.,Today failed taps was 2 a decrease of 6 from yesterday which was 8 parents did top up on time.,Actual meal served today was 167 an increase of 41 from yesterday students show up well today.,@Veronica Mwaura -S/C- Gitombo primary,6
Githunguri,Gathaithi Primary,Primary,1/6/2026,Rice and Beans,White,380,351,322,29,0,3,22,0,0,7,8,,380,0,,1/6/2026 12:35,1/6/2026 13:50,75,,Food was great,Teachers on duty assisted with queue management,We had 22 failed taps a drop from 26.,We had 351 successful taps a rise from 263,@P.C.E.A Gathaithi primary and Junior secondary school,6
Githunguri,Gataka Primary,Primary,1/6/2026,Rice and Beans,White,220,221,195,26,0,2,20,7,2,0,0,,250,2,,1/6/2026 12:35,1/6/2026 13:35,60,,The food was delicious,The queue was well managed by the school coordinator,"The number of failed taps rose from 12 to 20, parents failed to make timely payments for their kids.","The number of actual meals rose from 176 to 221, more kids reported back to school today.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary,6
Githunguri,Gatitu Primary,Primary,1/6/2026,Rice and Beans,White,330,324,296,28,0,3,7,10,6,2,2,,340,0,,1/6/2026 12:00,1/6/2026 13:50,110,,Food was delicious and well cooked.,Student were orderly and moved from class to class.,"Previous failed taps were 12 ,today 7 being a decrease...most of the accounts were funded and students present.",An increase from 252 to 324 which was resulted by student availing for tapping since most accounts had funds..,@Wambui ikonya -sc- Gatitu comprehensive,6
Githunguri,Gathiruini Primary,Primary,1/6/2026,Rice and Beans,White,240,225,200,25,0,2,7,5,3,4,5,,230,0,,1/6/2026 12:30,1/6/2026 13:30,60,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 7 a decrease from 6 this is because parents didn't top up their accounts on time,Actual meals served today were 225 an increase from  179 this is because most students reported back to school,@Catherine Wanjiru,6
Githunguri,Matuguta Primary,Primary,1/6/2026,Rice and Beans,White,420,407,375,32,0,3,9,10,6,3,4,,440,2,,1/6/2026 12:30,1/6/2026 13:30,60,,Food was delicious,Queue was well managed,Failed taps were 9 a decrease of 16 taps from yesterday's 25 failed taps. The respective parents had not topped up.,Actual meals were 407 an increase of 102 taps from yesterday's 305 actual meals. Some of the  absent students reported to school today also some new students joined the school.,@Matuguta primary,6
Githunguri,Gikang'A Kageche Secondary,Secondary,1/6/2026,Rice and Beans,White,180,147,147,0,0,3,7,0,0,8,6,,180,0,,1/6/2026 13:10,1/6/2026 13:40,30,,Food was delicious and hot,Queue was well managed by the YOD,Today's failed taps was 7.parent didn't top up on time,Today's successful taps 147  a decrease from the projected which was 180,@Pauline Gatimu,6
Githunguri,Gathangari Primary,Primary,1/6/2026,Rice and Beans,White,330,331,267,29,0,3,19,16,8,10,0,,380,0,,1/6/2026 12:40,1/6/2026 13:40,60,,Food was delicious,Queue was smoothly managed by the T.OD,Failed increased slightly from 17 to 19.Parents did  not top up on time have urged kids to remind their parents.,Successful taps increased from 219 to 331.Kids turned up well in school and parents topped up on time,@Pauline Gatimu,6
Githunguri,Kiawairia Primary,Primary,1/6/2026,Rice and Beans,White,120,118,102,16,1,2,2,3,2,0,0,,125,3,,1/6/2026 12:00,1/6/2026 13:30,90,,Food was delicious,Lines were neat and ordely,We had 2 failed taps a decrease from yesterdays 4 some parents topped up on time,We had 102 successful taps an increase from 72 kids reported more today,@Mary kimani SC kiawairia comprehensive school,6
Githunguri,Gitiha Secondary,Secondary,1/6/2026,Rice and Beans,White,80,102,102,0,0,2,7,0,0,,0,,80,0,,1/6/2026 12:40,1/6/2026 13:18,38,,Food was delicious and of right temperatures,The queue was manageable,The number of failed taps decreased from the previous day,The number of successful taps increased from the previous day,@Hannah Mbugua,6
Githunguri,Matuguta Secondary,Secondary,1/6/2026,Rice and Beans,White,80,74,74,0,0,2,3,0,0,0,0,,80,0,,1/6/2026 12:40,1/6/2026 13:30,50,,Food was hot and delicious,Queues were orderly and well managed by the help of the tod,Number of failed taps today were 03,Successful taps today were 74 lower in comparison to the projected meals that were 80.,@Njeri -Matuguta secondary school,6
Githunguri,Githioro Primary,Primary,1/6/2026,Rice and Beans,White,250,259,239,20,0,2,12,11,1,0,0,,280,0,,1/6/2026 12:45,1/6/2026 13:45,60,,Food was appetising,Line management was organised assisted by the TOD,"Failed taps reduced from 16 to 12 , some parents remembered to top up their accounts","Successful taps increased from 201 to 259, kids reported fairly to school",@GITHIORO COMPREHENSIVE,6
Githunguri,Gathaithi Secondary,Secondary,1/6/2026,Rice and Beans,White,40,71,71,0,0,2,7,0,0,0,0,,90,0,,1/6/2026 1:13,1/6/2026 14:30,798,,Food was delicious,"With the help of the teacher on duty ,  we managed the queue",Most parents hadn't topped up,Actual meals were 71,@Joseph mburu nga'ang'a,6
kiambu kitchen,Githunguri Technical & Secondary,Secondary,1/6/2026,Rice and Beans,White,160,77,77,0,0,4,3,0,0,33,36,0,140,0,0,1/6/2026 13:30,1/6/2026 14:00,30,More students expected tomorrow second day of opening,Meal was hot and delicious,Queue was manageable,First day of opening,School resumed today,@Mercy Njeri Nyambura,6
kiambu kitchen,Kahunira Secondary,Secondary,1/6/2026,Rice and Beans,White,100,103,103,0,0,3,3,0,0,0,0,0,150,0,3,1/6/2026 13:20,1/6/2026 14:00,39,Am projecting 150 students because they will turn out tomorrow.,The food was delicious,The line was well managed by the school Captain,Today I 3 failed,Successful taps were 103,@ANTHONY,6
Githunguri,Kindiga Primary,Primary,1/7/2026,Rice and Western,White,160,153,134,19,0,2,13,1,2,0,0,,180,0,,1/7/2026 12:40,1/7/2026 13:20,40,,The food was delicious,Lines were well managed with the help of deputy.,"The no of failed taps was 13 higher than yesterday's 5,this is resulted by the system recognising some Grade 9 students as Graduated.",Actual meals increased to 153 from 145 yesterday..students are still reporting back to school.,@James Mbugua SC Kindiga Primary,7
Githunguri,Githioro Primary,Primary,1/7/2026,Rice and Western,White,280,277,254,23,0,2,14,4,2,0,0,,300,0,,1/7/2026 12:35,1/7/2026 13:53,78,,Food was appetising,Line management was organised assisted by TOD,"Failed taps increased from yesterdayâ€™s 12 to 14 today, parents forgot to top up their accounts on time","Successful taps increased from yesterdayâ€™s 259 to 277 today, kids are turning up well to school.",@GITHIORO COMPREHENSIVE,7
Githunguri,Kiambururu Primary,Primary,1/7/2026,Rice and Western,White,250,244,216,28,0,3,5,4,6,3,3,,270,0,,1/7/2026 12:25,1/7/2026 13:30,64,,The food was hot and delicious,Line management was smooth and fast,Failed taps decreased from 8 to 5.We still had parents who Failed to top up on time,Actual meals served increased from 225 to 244.More students reported back to school today,@Kiambururu Comprehensive School,7
Githunguri,Gataka Primary,Primary,1/7/2026,Rice and Western,White,260,245,222,23,1,2,21,6,5,4,5,,260,2,,1/7/2026 12:42,1/7/2026 13:40,58,,The food was delicious,The queue was well managed by the school coordinator.,"The number of failed taps rose from 20 to 21, parents failed to make timely payments for their kids.","The number of actual meals rose from 221 to 245, some Grade 7 kids reported back today.",@Catholic archdiocese of Nairobi Gataka primary school and Junior secondary,7
Githunguri,Kiambururu Secondary,Secondary,1/7/2026,Rice and Western,White,100,133,133,0,0,3,3,0,0,0,0,,140,0,,1/7/2026 13:40,1/7/2026 14:43,62,,The food was delicious students enjoyed the meal,line management was smooth,"failed taps today was 3 been the first day of opening school, some parents to top up",successful taps was 133 been the day of opening school,@Salome-kiambururu secondary school,7
Githunguri,Mathanja Priamry,Primary,1/7/2026,Rice and Western,White,200,162,143,19,0,2,3,3,3,10,11,,175,0,,1/7/2026 12:30,1/7/2026 13:30,60,,food was delicious,I managed the queue without any assistance,today we had 3 failed taps an increase compared to yesterday 1. some parents didn't top-up their accounts on time.,today we had 162 actual meals served an increase by 1 compared to yesterday. some new students reported today,@mathanja primary school,7
Githunguri,Githiga Primary,Primary,1/7/2026,Rice and Western,White,330,318,287,31,0,3,21,2,7,1,2,,300,0,,1/7/2026 12:30,1/7/2026 13:30,60,,Food was sweet and delicious,Lines Management was smooth,Failed taps increased  from21 to 22.Parents forgot  to top up their accounts.,Actual meals increased  from 286 to 318.turn out was good.,@Nicholas-SC - Githiga Comprehensive,7
Githunguri,Gathaithi Primary,Primary,1/7/2026,Rice and Western,White,400,403,370,33,0,3,50,9,3,0,0,,460,5,,1/7/2026 12:40,1/7/2026 13:50,69,,food was good,TOD assisted with queue management,We had 50 failed taps a rise from 21. Some parents failed to top up on time.,Successful taps increased from 351 to 403,@P.C.E.A Gathaithi primary and Junior secondary school@Dennis Macharia clicked Submit and confirmed by,7
Githunguri,Gatina Primary,Primary,1/7/2026,Rice and Western,White,400,391,339,52,0,3,12,19,6,2,3,,410,0,,1/7/2026 12:31,1/7/2026 15:30,179,,food was delicious,line was smooth and orderly,failed taps were 12 a decrease from yesterday's number of 19. More parents managed to credit accounts on time,Actual meals served were 391 an increase from yesterday's number of 338. More accounts had sufficient funds and turn up was high.,@Kang'ethe Dennis,7
Githunguri,Matuguta Secondary,Secondary,1/7/2026,Rice and Western,White,80,82,82,0,0,2,4,0,0,0,0,,90,0,,1/7/2026 12:50,1/7/2026 13:10,20,,Food was hot and delicious,Queues were orderly and well managed by the help of the tod,Number of failed taps today increased from 03 yesterday to 04 today,Successful taps today were 82 higher in comparison to the projected meals that were 80 and also higher than yesterday's 74,@Njeri -Matuguta secondary school,7
Githunguri,Gitiha Secondary,Secondary,1/7/2026,Rice and Western,White,80,75,75,0,0,2,0,0,0,10,10,,80,0,,1/7/2026 12:39,1/7/2026 13:11,33,,Food was hot and of desired temperatures,The queue was manageable by help from the teacher on duty,"There was no failed taps, improvement noted",The number had decreased since students were sent home for school fees,@Hannah Mbugua,7
Githunguri,Ihiga Primary,Primary,1/7/2026,Rice and Western,White,160,153,140,12,0,2,0,6,3,2,5,,150,0,,1/7/2026 12:40,1/7/2026 13:20,40,,Food was Delicious,Queues were manageable,Today's failed taps was 0 a decrease from yesterday's number which was 6.I reached out to parents with insufficient funds to top up.,Successful taps was 153 the same as yesterday's number which was 153.Today's turn up was as yesterday's.,@Naomi SC-Ihiga Comprehensive,7
Githunguri,Gatitu Primary,Primary,1/7/2026,Rice and Western,White,350,316,291,25,1,3,12,3,8,6,8,,340,1,,1/7/2026 12:00,1/7/2026 13:50,110,,Food was well cooked and enough for all.,Lines moved from class to class under ToD's cordinance.,An increase from 7 to 12 today which was highly resulted by accounts having insufficient or no funds at all..,Successful taps also decreased from 296 to 291 resulted by parents not making timely payments.,@Wambui ikonya -sc- Gatitu comprehensive,7
Githunguri,Matuguta Primary,Primary,1/7/2026,Rice and Western,White,440,428,398,30,2,3,13,5,7,3,4,,440,2,,1/7/2026 12:40,1/7/2026 13:40,60,,Food was delicious,Queue was well managed,Failed taps were 13 an increase of 4 taps from yesterday's 9 taps. Respective parents had not topped up,Actual meals were 428  an increase of 21 taps from yesterday's 407 actual meals . Some of the absent students reported and also there were new registrations .,@Matuguta primary,7
Githunguri,Gitombo Primary,Primary,1/7/2026,Rice and Western,White,180,168,156,12,0,2,5,1,0,3,4,,170,0,,1/7/2026 12:30,1/7/2026 13:30,60,,Food was delicious students enjoyed,Queue was manageable,Today failed tap was 5 an increase of 3 from 2 yesterday parents didn't top up account on time.,Actual meals served today was 168 an increase of 1 from 167 yesterday students show up well today.,@Veronica Mwaura -S/C- Gitombo primary,7
Githunguri,Githima Primary,Primary,1/7/2026,Rice and Western,White,210,196,172,24,0,2,6,1,5,4,4,,200,4,,1/7/2026 12:40,1/7/2026 13:40,60,,The food was delicious,I managed the queue and the kids were disciplined today.,We had 6 failed taps which is an increase from yesterday's 4 failed taps.Some accounts were not topped up on time.,We had 196 actual meals served which is an increase from yesterday's 177 actual meals served.The turn out was higher today.,@Brenda kamawe Githima primary and junior secondary school,7
Githunguri,Gathangari Primary,Primary,1/7/2026,Rice and Western,White,380,306,271,25,0,3,55,5,9,10,10,,360,0,,1/7/2026 12:50,1/7/2026 14:00,70,,Food was delicious,Queue was smoothly managed by the teacher,Failed taps increased from 19to 55.Parents did not top up on time while Grade 9 tags stating the kid has graduated,I successful taps decreased from 331 to 306.some parents did not top up on time.,@Pauline Gatimu,7
Githunguri,Kiawairia Primary,Primary,1/7/2026,Rice and Western,White,130,125,110,15,2,2,4,2,2,1,2,,130,2,,1/7/2026 12:00,1/7/2026 13:30,89,,Food was delicious,Lines were neat  and ordely,We had 4 failed taps same as yesterday some parents didn't top up on time,We had 110  successful taps an increase from yesterday 102 students have reported fully,@Mary kimani SC kiawairia comprehensive school,7
Githunguri,Kiawairia Secondary,Secondary,1/7/2026,Rice and Western,White,50,41,41,0,0,2,2,0,0,3,3,,25,0,,1/7/2026 12:05,1/7/2026 12:20,15,,Food was delicious and appetizing,Line management was transitioning good assisted by TOD,failed taps were  2 being on an opening day,Actual meals were 41 bring on an opening day,@Patrick Kariuki Kiawaria secondary school Tapper,7
Githunguri,Gathiruini Primary,Primary,1/7/2026,Rice and Western,White,240,199,179,20,0,2,25,1,4,10,12,,230,0,,1/7/2026 12:30,1/7/2026 13:30,59,,Lunch was delicious,Line management was good with help of teacher on duty,Failed taps today were 25 an increase 7 this is because parents didn't top up their accounts on time,Actual meal today were 199 a decrease from 225 this is because parents didn't top up their accounts on time,@Catherine Wanjiru,7
kiambu kitchen,Kahunira Secondary,Secondary,1/7/2026,Rice and Western,White,150,98,98,0,0,3,15,0,0,7,5,0,120,0,3,1/7/2026 13:10,1/7/2026 13:50,40,Expecting students will continue,Food was tasty,Queue was well managed by TOD,"Failed taps increased from 3 to 19, respective parents didn't top up","Actual meals served today decreased from 103 to 98,some students didn't turn up for tapping.",@ANTHONY,7
kiambu kitchen,Kahunira Primary,Primary,1/7/2026,Rice and Western,White,600,611,558,53,0,4,31,18,20,,0,0,660,0,4,1/7/2026 12:40,1/7/2026 13:45,65,We are expecting a slight increase tomorrow as students continue,Food was delicious and at good temperatures.,Queue management was well executed by TOD,"Failed taps increased from 19 to 31, respective parents didn't top up.","Actual meals served today increased from513 to 611,as students continue reopening and registration of new students.",@Mwangi Mary Kahunira Comprehensive,7
kiambu kitchen,Githunguri Technical & Secondary,Secondary,1/7/2026,Rice and Western,White,140,109,109,0,0,2,3,0,3,9.3,10.8,0,140,0,2,1/7/2026 13:30,1/7/2026 13:58,27,More students expected as most will have,Meals were hot and delicious,Queue was manageable and fast moving,More students compared to yesterday,Students who hadn't paid for their meals had done so on time,@Mercy Njeri Nyambura,7
